word_simplified,word_traditional,pinyin,pinyin_style2,hsk30_level,hsk30_level_zh,cc_cedict_english_definition
津贴,津貼,jīn tiē,jin1 tie1,8,高等,allowance
尽早,儘早,jǐn zǎo,jin3 zao3,8,高等,as early as possible
敬爱,敬愛,jìng ài,jing4 ai4,8,高等,to respect and love; to hold in high esteem
景观,景觀,jǐng guān,jing3 guan1,8,高等,landscape
精华,精華,jīng huá,jing1 hua2,8,高等,best feature/most important part of an object/quintessence/essence/soul
竞技,競技,jìng jì,jing4 ji4,8,高等,competition of skill (e.g. sports)/athletics tournament
境界,境界,jìng jiè,jing4 jie4,8,高等,boundary/state/realm
敬酒,敬酒,jìng jiǔ,jing4 jiu3,8,高等,to toast; to propose a toast
惊慌失措,驚慌失措,jīng huāng shī cuò,jing1 huang1 shi1 cuo4,8,高等,to lose one's head out of fear (idiom)
惊险,驚險,jīng xiǎn,jing1 xian3,8,高等,perilous; touch-and-go; nerve-racking; suspenseful
惊醒,驚醒,jīng xǐng,jing1 xing3,8,高等,to rouse/to be woken by sth/to wake with a start/to sleep lightly
境内,境內,jìng nèi,jing4 nei4,8,高等,"within the borders/internal (to a country, province, city etc)/domestic"
敬佩,敬佩,jìng pèi,jing4 pei4,8,高等,to esteem/to admire
敬请,敬請,jìng qǐng,jing4 qing3,8,高等,please (do sth) (deferential form)
精疲力竭,精疲力竭,jīng pí lì jié,jing1 pi2 li4 jie2,8,高等,"spirit weary, strength exhausted (idiom); spent/drained/washed out"
精髓,精髓,jīng suǐ,jing1 sui3,8,高等,marrow/pith/quintessence/essence
精通,精通,jīng tōng,jing1 tong1,8,高等,to be proficient in/to master (a subject)
敬业,敬業,jìng yè,jing4 ye4,8,高等,dedicated to one's work
境遇,境遇,jìng yù,jing4 yu4,8,高等,circumstance
静止,靜止,jìng zhǐ,jing4 zhi3,8,高等,still/immobile/static/stationary
敬重,敬重,jìng zhòng,jing4 zhong4,8,高等,to respect deeply/to revere/to esteem
警钟,警鐘,jǐng zhōng,jing3 zhong1,8,高等,alarm bell
揪,揪,jiū,jiu1,8,高等,to seize/to clutch/to grab firmly and pull
就读,就讀,jiù dú,jiu4 du2,8,高等,to go to school
舅舅,舅舅,jiù jiù,jiu4 jiu4,8,高等,mother's brother/maternal uncle (informal)/CL:個|个[ge4]
救治,救治,jiù zhì,jiu4 zhi4,8,高等,to provide critical care (to a patient or a diseased plant)
就任,就任,jiù rèn,jiu4 ren4,8,高等,to take office/to assume a post
久仰,久仰,jiǔ yǎng,jiu3 yang3,8,高等,honorific: I've long looked forward to meeting you./It's an honor to meet you at last.
就职,就職,jiù zhí,jiu4 zhi2,8,高等,to take office; to assume a post
就座,就座,jiù zuò,jiu4 zuo4,8,高等,to take a seat
局部,局部,jú bù,ju2 bu4,8,高等,part/local
剧烈,劇烈,jù liè,ju4 lie4,8,高等,violent; acute; severe; fierce
剧目,劇目,jù mù,ju4 mu4,8,高等,theatrical piece (play or opera)/repertoire/list of plays or operas
巨额,巨額,jù é,ju4 e2,8,高等,large sum (of money)/a huge amount
鞠躬,鞠躬,jū gōng,ju1 gong1,8,高等,to bow/(literary) to bend down
拘束,拘束,jū shù,ju1 shu4,8,高等,to restrict/to restrain/constrained/awkward/ill at ease/uncomfortable/reticent
巨头,巨頭,jù tóu,ju4 tou2,8,高等,"tycoon/magnate/big player (including company, country, school etc)/big shot"
剧团,劇團,jù tuán,ju4 tuan2,8,高等,theatrical troupe
局限,"局限,侷限",jú xiàn,ju2 xian4,8,高等,to limit/to confine/to restrict sth within set boundaries
橘子,橘子,jú zi,ju2 zi,8,高等,"tangerine/CL:個|个[ge4],瓣[ban4]"
诀窍,訣竅,jué qiào,jue2 qiao4,8,高等,secret/trick/knack/key
觉醒,覺醒,jué xǐng,jue2 xing3,8,高等,to awaken/to come to realize/awakened to the truth/the truth dawns upon one/scales fall from the eyes/to become aware
决议,決議,jué yì,jue2 yi4,8,高等,a resolution/to pass a resolution
崛起,崛起,jué qǐ,jue2 qi3,8,高等,to rise abruptly (to a towering position)/to tower over/to spring up/to emerge suddenly/the emergence (e.g. of a power)
俊,"俊,㑺,儁",jùn,jun4,8,高等,variant of 俊[jun4]
君子,君子,jūn zi,jun1 zi,8,高等,nobleman/person of noble character
开办,開辦,kāi bàn,kai1 ban4,8,高等,to open/to start (a business etc)/to set up
开采,開採,kāi cǎi,kai1 cai3,8,高等,to extract (ore or other resource from a mine)/to exploit/to mine
开场白,開場白,kāi chǎng bái,kai1 chang3 bai2,8,高等,"prologue of play/opening remarks/preamble (of speeches, articles etc)"
开发商,開發商,kāi fā shāng,kai1 fa1 shang1,8,高等,"developer (of real estate, a commercial product etc)"
开阔,開闊,kāi kuò,kai1 kuo4,8,高等,wide/open (spaces)/to open up
开朗,開朗,kāi lǎng,kai1 lang3,8,高等,spacious and well-lit/open and clear/(of character) optimistic/cheerful/carefree
开销,開銷,kāi xiāo,kai1 xiao1,8,高等,to pay (expenses)/expenses/(old) to dismiss (an employee)
堪称,堪稱,kān chēng,kan1 cheng1,8,高等,can be rated as/can be said to be
刊登,刊登,kān dēng,kan1 deng1,8,高等,to carry a story/to publish (in a newspaper or magazine)
看似,看似,kàn shì,kan4 shi4,8,高等,to look as if; to seem
看台,看台,kàn tái,kan4 tai2,8,高等,terrace/spectator's grandstand/viewing platform
看中,看中,kàn zhòng,kan4 zhong4,8,高等,to have a preference for/to fancy/to choose after consideration/to settle on
扛,"摃,扛",káng,kang2,8,高等,old variant of 扛[gang1]
抗衡,抗衡,kàng héng,kang4 heng2,8,高等,to compete with/to vie with/to counter
可观,可觀,kě guān,ke3 guan1,8,高等,considerable/impressive/significant
苛刻,苛刻,kē kè,ke1 ke4,8,高等,harsh/severe/demanding
刻苦,刻苦,kè kǔ,ke4 ku3,8,高等,hardworking/assiduous
可口,可口,kě kǒu,ke3 kou3,8,高等,tasty; to taste good
客机,客機,kè jī,ke4 ji1,8,高等,passenger plane
壳,殼,ké,ke2,8,高等,(bound form) shell/Taiwan pr. [ke2]
咳嗽,咳嗽,ké sòu,ke2 sou4,8,高等,to cough/CL:陣|阵[zhen4]
可谓,可謂,kě wèi,ke3 wei4,8,高等,it could even be said
啃,啃,kěn,ken3,8,高等,to gnaw/to nibble/to bite
恳求,懇求,kěn qiú,ken3 qiu2,8,高等,to beg/to beseech/to entreat/entreaty
空前,空前,kōng qián,kong1 qian2,8,高等,unprecedented
空想,空想,kōng xiǎng,kong1 xiang3,8,高等,daydream/fantasy/to fantasize
口才,口才,kǒu cái,kou3 cai2,8,高等,eloquence
扣除,扣除,kòu chú,kou4 chu2,8,高等,to deduct
口令,口令,kǒu lìng,kou3 ling4,8,高等,oral command/a word of command (used in drilling troops or gymnasts)/password (used by sentry)
扣留,扣留,kòu liú,kou4 liu2,8,高等,to detain/to arrest/to hold/to confiscate
口腔,口腔,kǒu qiāng,kou3 qiang1,8,高等,oral cavity
口哨,口哨,kǒu shào,kou3 shao4,8,高等,whistle
口头,口頭,kǒu tóu,kou3 tou2,8,高等,oral/verbal
扣押,扣押,kòu yā,kou4 ya1,8,高等,to detain/to hold in custody/to distrain/to seize property
口子,口子,kǒu zi,kou3 zi,8,高等,hole/opening/cut/gap/gash/my husband or wife/classifier for people (used for indicating the number of people in a family etc)/precedent
苦力,苦力,kǔ lì,ku3 li4,8,高等,"bitter work/hard toil/(loanword) coolie, unskilled Chinese laborer in colonial times"
枯燥,枯燥,kū zào,ku1 zao4,8,高等,dry and dull/uninteresting/dry-as-dust
夸大,誇大,kuā dà,kua1 da4,8,高等,to exaggerate
跨越,跨越,kuà yuè,kua4 yue4,8,高等,to step across/step over
快捷,快捷,kuài jié,kuai4 jie2,8,高等,quick/fast/nimble/agile/(computer) shortcut
宽敞,寬敞,kuān chǎng,kuan1 chang3,8,高等,spacious/wide
宽松,寬鬆,kuān sōng,kuan1 song1,8,高等,spacious; roomy; uncrowded/(of clothes) loose and comfortable/relaxed; free of worry/well-off; affluent
款式,款式,kuǎn shì,kuan3 shi4,8,高等,elegant/elegance/good taste
款项,款項,kuǎn xiàng,kuan3 xiang4,8,高等,funds/a sum of money/CL:宗[zong1]
狂欢节,狂歡節,kuáng huān jié,kuang2 huan1 jie2,8,高等,carnival
框,框,kuāng,kuang1,8,高等,frame (e.g. door frame)/casing/fig. framework/template/to circle (i.e. draw a circle around sth)/to frame/to restrict/Taiwan pr. [kuang1]
昆虫,昆蟲,kūn chóng,kun1 chong2,8,高等,"insect/CL:隻|只[zhi1],群[qun2],堆[dui1]"
扩张,擴張,kuò zhāng,kuo4 zhang1,8,高等,expansion/dilation/to expand (e.g. one's power or influence)/to broaden
辣椒,辣椒,là jiāo,la4 jiao1,8,高等,hot pepper/chili
喇叭,喇叭,lǎ bā,la3 ba1,8,高等,horn (automobile etc)/loudspeaker/brass wind instrument/trumpet/suona 鎖吶|锁呐[suo3 na4]
来历,來歷,lái lì,lai2 li4,8,高等,history/antecedents/origin
来龙去脉,來龍去脈,lái lóng qù mài,lai2 long2 qu4 mai4,8,高等,the rise and fall of the terrain (idiom)/(fig.) the whole sequence of events/causes and effects
来源于,來源於,lái yuán yú,lai2 yuan2 yu2,8,高等,to originate in
揽,攬,lǎn,lan3,8,高等,to monopolize; to seize/to take into one's arms; to embrace/to fasten (with a rope etc)/to take on (responsibility etc); to canvass
懒惰,懶惰,lǎn duò,lan3 duo4,8,高等,idle/lazy
栏杆,欄杆,lán gān,lan2 gan1,8,高等,railing/banister
蓝图,藍圖,lán tú,lan2 tu2,8,高等,blueprint
滥用,濫用,làn yòng,lan4 yong4,8,高等,to misuse/to abuse
老化,老化,lǎo huà,lao3 hua4,8,高等,"(of a person, population or material) to age/(of knowledge) to become outdated"
姥姥,姥姥,lǎo lǎo,lao3 lao3,8,高等,(coll.) mother's mother/maternal grandmother
牢固,牢固,láo gù,lao2 gu4,8,高等,firm/secure
牢记,牢記,láo jì,lao2 ji4,8,高等,to keep in mind/to remember
牢牢,牢牢,láo láo,lao2 lao2,8,高等,firmly/safely
劳累,勞累,láo lèi,lao2 lei4,8,高等,tired/exhausted/worn out/to toil
老人家,老人家,lǎo rén jiā,lao3 ren2 jia1,8,高等,polite term for old woman or man
累积,累積,lěi jī,lei3 ji1,8,高等,to accumulate
愣,愣,lèng,leng4,8,高等,to look distracted/to stare blankly/distracted/blank/(coll.) unexpectedly/rash/rashly
冷淡,冷淡,lěng dàn,leng3 dan4,8,高等,cold/indifferent
冷笑,冷笑,lěng xiào,leng3 xiao4,8,高等,"to sneer/to laugh grimly/grin of dissatisfaction (bitterness, helplessness, indignation etc)/bitter, grim, sarcastic or angry smile"
冷战,冷戰,lěng zhàn,leng3 zhan4,8,高等,(coll.) shiver/shudder
理睬,理睬,lǐ cǎi,li3 cai3,8,高等,to heed/to pay attention to
历程,歷程,lì chéng,li4 cheng2,8,高等,course/process
离职,離職,lí zhí,li2 zhi2,8,高等,to leave one's job temporarily (e.g. for study)/to leave one's job; to resign
力度,力度,lì dù,li4 du4,8,高等,strength/vigor/efforts/(music) dynamics
利害,利害,lì hài,li4 hai4,8,高等,terrible/formidable/serious/devastating/tough/capable/sharp/severe/fierce
历经,歷經,lì jīng,li4 jing1,8,高等,to experience; to go through
里程碑,里程碑,lǐ chéng bēi,li3 cheng2 bei1,8,高等,milestone
黎明,黎明,lí míng,li2 ming2,8,高等,dawn; daybreak
礼品,禮品,lǐ pǐn,li3 pin3,8,高等,gift/present
利索,利索,lì suǒ,li4 suo3,8,高等,nimble
力所能及,力所能及,lì suǒ néng jí,li4 suo3 neng2 ji2,8,高等,as far as one's capabilities extend (idiom); to the best of one's ability/within one's powers
立体,立體,lì tǐ,li4 ti3,8,高等,three-dimensional/solid/stereoscopic
礼仪,禮儀,lǐ yí,li3 yi2,8,高等,etiquette/ceremony
炼,"煉,鍊",liàn,lian4,8,高等,"variant of 鏈|链[lian4], chain/variant of 煉|炼[lian4]"
脸颊,臉頰,liǎn jiá,lian3 jia2,8,高等,cheek
连任,連任,lián rèn,lian2 ren4,8,高等,to continue in (a political) office/to serve for another term of office
连锁,連鎖,lián suǒ,lian2 suo3,8,高等,to interlock/to be linked/chain (store etc)
连锁店,連鎖店,lián suǒ diàn,lian2 suo3 dian4,8,高等,chain store
帘子,簾子,lián zi,lian2 zi,8,高等,curtain
谅解,諒解,liàng jiě,liang4 jie3,8,高等,to understand/to make allowances for/understanding
良,良,liáng,liang2,8,高等,good/very/very much
亮点,亮點,liàng diǎn,liang4 dian3,8,高等,highlight/bright spot
凉爽,涼爽,liáng shuǎng,liang2 shuang3,8,高等,cool and refreshing
亮相,亮相,liàng xiàng,liang4 xiang4,8,高等,"to strike a pose (Chinese opera)/(fig.) to make a public appearance/to come out in public (revealing one's true personality, opinions etc)/(of a product) to appear on the market or at a trade show etc"
裂痕,裂痕,liè hén,lie4 hen2,8,高等,crack/gap/split
烈士,烈士,liè shì,lie4 shi4,8,高等,martyr
劣势,劣勢,liè shì,lie4 shi4,8,高等,inferior/disadvantaged
猎犬,獵犬,liè quǎn,lie4 quan3,8,高等,hound; hunting dog
劣质,劣質,liè zhì,lie4 zhi4,8,高等,shoddy; of poor quality
临近,臨近,lín jìn,lin2 jin4,8,高等,close to/approaching
淋,淋,lín,lin2,8,高等,to filter/to strain/to drain/gonorrhea/(TCM) strangury
拎,拎,līn,lin1,8,高等,to lift up; to carry in one's hand/Taiwan pr. [ling1]
领队,領隊,lǐng duì,ling3 dui4,8,高等,to lead a group/leader of a group/captain (of sports squad)
领会,領會,lǐng huì,ling3 hui4,8,高等,to understand/to comprehend/to grasp
零花钱,零花錢,líng huā qián,ling2 hua1 qian2,8,高等,pocket money/allowance
零售,零售,líng shòu,ling2 shou4,8,高等,to retail/to sell individually or in small quantities
灵敏,靈敏,líng mǐn,ling2 min3,8,高等,smart/clever/sensitive/keen/quick/sharp
灵巧,靈巧,líng qiǎo,ling2 qiao3,8,高等,deft/nimble/ingenious
领事,領事,lǐng shì,ling3 shi4,8,高等,consul
领事馆,領事館,lǐng shì guǎn,ling3 shi4 guan3,8,高等,consulate
领土,領土,lǐng tǔ,ling3 tu3,8,高等,territory
领悟,領悟,lǐng wù,ling3 wu4,8,高等,to understand/to comprehend
流畅,流暢,liú chàng,liu2 chang4,8,高等,"flowing (of speech, writing)/fluent/smooth and easy"
流程,流程,liú chéng,liu2 cheng2,8,高等,course/stream/sequence of processes/work flow in manufacturing
溜达,溜達,liū dá,liu1 da2,8,高等,to stroll/to go for a walk
浏览,瀏覽,liú lǎn,liu2 lan3,8,高等,to skim over/to browse
遛,遛,liú,liu2,8,高等,to stroll/to walk (an animal)
留恋,留戀,liú liàn,liu2 lian4,8,高等,reluctant to leave/to hate to have to go/to recall fondly
留神,留神,liú shén,liu2 shen2,8,高等,to take care/to be careful
流露,流露,liú lù,liu2 lu4,8,高等,"to reveal (indirectly, implicitly)/to show (interest, contempt etc) by means of one's actions, tone of voice etc"
流失,流失,liú shī,liu2 shi1,8,高等,"(of soil etc) to wash away/to be eroded/(fig.) (of talented staff, followers of a religious faith, investment funds etc) to go elsewhere/to fail to be retained"
流水,流水,liú shuǐ,liu2 shui3,8,高等,running water/(business) turnover
流淌,流淌,liú tǎng,liu2 tang3,8,高等,to flow
聋,聾,lóng,long2,8,高等,deaf
笼罩,籠罩,lǒng zhào,long3 zhao4,8,高等,to envelop/to shroud
搂,摟,lǒu,lou3,8,高等,to hug/to embrace/to hold in one's arms
铝,鋁,lǚ,lv3,8,高等,aluminum (chemistry)
绿灯,綠燈,lǜ dēng,lv4 deng1,8,高等,green light (traffic signal)/(fig.) permission to proceed
路灯,路燈,lù dēng,lu4 deng1,8,高等,street lamp/street light
路面,路面,lù miàn,lu4 mian4,8,高等,road surface
路人,路人,lù rén,lu4 ren2,8,高等,passer-by/stranger
路途,路途,lù tú,lu4 tu2,8,高等,(lit. and fig.) road/path
鲁莽,魯莽,lǔ mǎng,lu3 mang3,8,高等,hot-headed; impulsive; reckless
露天,露天,lù tiān,lu4 tian1,8,高等,outdoors/al fresco/in the open
履行,履行,lǚ xíng,lv3 xing2,8,高等,to fulfill (one's obligations)/to carry out (a task)/to implement (an agreement)/to perform
路子,路子,lù zi,lu4 zi,8,高等,method/way/approach
卵,卵,luǎn,luan3,8,高等,egg/ovum/spawn/(coll.) testicles/(old) penis/(expletive) fucking
掠夺,掠奪,lüè duó,lve4 duo2,8,高等,to plunder/to rob
轮廓,輪廓,lún kuò,lun2 kuo4,8,高等,outline; silhouette
轮流,輪流,lún liú,lun2 liu2,8,高等,to alternate; to take turns
论坛,論壇,lùn tán,lun4 tan2,8,高等,forum (for discussion)
萝卜,蘿蔔,luó bo,luo2 bo,8,高等,"radish (Raphanus sativus), esp. white radish 白蘿蔔|白萝卜[bai2 luo2 bo5]/CL:個|个[ge4],根[gen1]"
落地,落地,luò dì,luo4 di4,8,高等,to fall to the ground/to be set on the ground/to reach to the ground/to be born/(of a plane) to land
裸露,裸露,luǒ lù,luo3 lu4,8,高等,naked; bare; uncovered; exposed
螺丝,螺絲,luó sī,luo2 si1,8,高等,screw
马力,馬力,mǎ lì,ma3 li4,8,高等,horsepower
麻痹,麻痺,má bì,ma2 bi4,8,高等,paralysis/palsy/numbness/to benumb/(fig.) to lull/negligent/apathetic
麻木,麻木,má mù,ma2 mu4,8,高等,numb/insensitive/apathetic
马戏,馬戲,mǎ xì,ma3 xi4,8,高等,circus
迈,邁,mài,mai4,8,高等,to take a step/to stride
买不起,買不起,mǎi bù qǐ,mai3 bu4 qi3,8,高等,cannot afford/can't afford buying
埋藏,埋藏,mái cáng,mai2 cang2,8,高等,to bury/to hide by burying/hidden
埋伏,埋伏,mái fú,mai2 fu2,8,高等,to ambush/to lie in wait for/to lie low/ambush
迈进,邁進,mài jìn,mai4 jin4,8,高等,to step in/to stride forward/to forge ahead
卖弄,賣弄,mài nòng,mai4 nong4,8,高等,to show off/to make a display of
漫,漫,màn,man4,8,高等,free/unrestrained/to inundate
满怀,滿懷,mǎn huái,man3 huai2,8,高等,to have one's heart filled with/(to collide) full on/(of farm animals) heavy with young
慢性,慢性,màn xìng,man4 xing4,8,高等,slow and patient/chronic (disease)/slow to take effect (e.g. a slow poison)
蔓延,蔓延,màn yán,man4 yan2,8,高等,to extend/to spread
漫游,漫遊,màn yóu,man4 you2,8,高等,to travel around/to roam/(mobile telephony) roaming
埋怨,埋怨,mán yuàn,man2 yuan4,8,高等,to complain/to grumble (about)/to reproach/to blame
忙活,忙活,máng huó,mang2 huo2,8,高等,to be really busy/pressing business
忙碌,忙碌,máng lù,mang2 lu4,8,高等,busy; bustling
冒充,冒充,mào chōng,mao4 chong1,8,高等,to feign/to pretend to be/to pass oneself off as
冒昧,冒昧,mào mèi,mao4 mei4,8,高等,bold/presumptuous/to take the liberty of
