word_simplified,word_traditional,pinyin,pinyin_style2,hsk30_level,hsk30_level_zh,cc_cedict_english_definition
乙,乙,yǐ,yi3,5,五级,"turning stroke (in Chinese characters), aka 折[zhe2]"
一辈子,一輩子,yī bèi zi,yi1 bei4 zi,5,五级,(for) a lifetime
一带,一帶,yī dài,yi1 dai4,5,五级,region; area
一路,一路,yī lù,yi1 lu4,5,五级,the whole journey/all the way/going the same way/going in the same direction/of the same kind
一身,一身,yī shēn,yi1 shen1,5,五级,whole body/from head to toe/single person/a suit of clothes
一下儿,一下兒,yī xià ér,yi1 xia4 er2,5,五级,erhua variant of 一下[yi1 xia4]
一下子,一下子,yī xià zi,yi1 xia4 zi,5,五级,in a short while/all at once/all of a sudden
依照,依照,yī zhào,yi1 zhao4,5,五级,according to; in light of
意志,意志,yì zhì,yi4 zhi4,5,五级,will; willpower; determination
因而,因而,yīn ér,yin1 er2,5,五级,"therefore/as a result/thus/and as a result, ..."
饮食,飲食,yǐn shí,yin3 shi2,5,五级,eating and drinking/food and drink; diet
印刷,印刷,yìn shuā,yin4 shua1,5,五级,to print/printing
饮料,飲料,yǐn liào,yin3 liao4,5,五级,drink/beverage
硬,硬,yìng,ying4,5,五级,hard; stiff; solid/(fig.) strong; firm/resolutely; uncompromisingly/laboriously; with great difficulty/good (quality); able (person)/(of food) filling; substantial
硬件,硬件,yìng jiàn,ying4 jian4,5,五级,hardware
应,應,yīng,ying1,5,五级,to answer/to respond/to comply with/to deal or cope with
拥抱,擁抱,yōng bào,yong1 bao4,5,五级,to embrace/to hug
用不着,用不著,yòng bù zhe,yong4 bu4 zhe,5,五级,not need/have no use for
用户,用戶,yòng hù,yong4 hu4,5,五级,user/consumer/subscriber/customer
用来,用來,yòng lái,yong4 lai2,5,五级,to be used for
拥有,擁有,yōng yǒu,yong1 you3,5,五级,to have; to possess
用于,用于,yòng yú,yong4 yu2,5,五级,to use in; to use on; to use for
有害,有害,yǒu hài,you3 hai4,5,五级,destructive/harmful/damaging
有力,有力,yǒu lì,you3 li4,5,五级,powerful/forceful/vigorous
有利于,有利於,yǒu lì yú,you3 li4 yu2,5,五级,to be advantageous to; to be beneficial for
游泳池,游泳池,yóu yǒng chí,you2 yong3 chi2,5,五级,swimming pool/CL:場|场[chang3]
幽默,幽默,yōu mò,you1 mo4,5,五级,(loanword) humor/humorous
尤其,尤其,yóu qí,you2 qi2,5,五级,especially; particularly
由此,由此,yóu cǐ,you2 ci3,5,五级,hereby/from this
友谊,友誼,yǒu yì,you3 yi4,5,五级,companionship/fellowship/friendship
优惠,優惠,yōu huì,you1 hui4,5,五级,privilege/favorable (terms)/preferential (treatment)/discount (price)
有毒,有毒,yǒu dú,you3 du2,5,五级,poisonous
优先,優先,yōu xiān,you1 xian1,5,五级,to have priority; to take precedence
犹豫,猶豫,yóu yù,you2 yu4,5,五级,to hesitate
有着,有著,yǒu zhe,you3 zhe,5,五级,to have/to possess
预备,預備,yù bèi,yu4 bei4,5,五级,to prepare/to make ready/preparation/preparatory
羽毛球,羽毛球,yǔ máo qiú,yu3 mao2 qiu2,5,五级,badminton/shuttlecock
羽绒服,羽絨服,yǔ róng fú,yu3 rong2 fu2,5,五级,down-filled garment
预期,預期,yù qī,yu4 qi1,5,五级,to expect/to anticipate
雨水,雨水,yǔ shuǐ,yu3 shui3,5,五级,rainwater; rainfall; rain
愿,"愿,願",yuàn,yuan4,5,五级,(bound form) wish; hope; desire/to be willing/to wish (that sth may happen); may .../vow; pledge
远处,遠處,yuǎn chù,yuan3 chu4,5,五级,distant place
元旦,元旦,yuán dàn,yuan2 dan4,5,五级,New Year's Day
原理,原理,yuán lǐ,yuan2 li3,5,五级,principle/theory
原始,原始,yuán shǐ,yuan2 shi3,5,五级,first/original/primitive/original (document etc)
园林,園林,yuán lín,yuan2 lin2,5,五级,gardens; park; landscape garden
原先,原先,yuán xiān,yuan2 xian1,5,五级,originally/original/former
原有,原有,yuán yǒu,yuan2 you3,5,五级,original/former
怨,怨,yuàn,yuan4,5,五级,to blame/(bound form) resentment; hatred; grudge
阅览室,閱覽室,yuè lǎn shì,yue4 lan3 shi4,5,五级,reading room/CL:間|间[jian1]
月饼,月餅,yuè bǐng,yue4 bing3,5,五级,mooncake (esp. for the Mid-Autumn Festival)
月球,月球,yuè qiú,yue4 qiu2,5,五级,the moon
约束,約束,yuē shù,yue1 shu4,5,五级,to restrict/to limit to/to constrain/restriction/constraint
运行,運行,yùn xíng,yun4 xing2,5,五级,to move along one's course (of celestial bodies etc)/(fig.) to function; to be in operation/(of a train service etc) to operate; to run/(of a computer) to run
运,運,yùn,yun4,5,五级,to move/to transport/to use/to apply/fortune/luck/fate
灾,"災,菑,烖",zāi,zai1,5,五级,old variant of 災|灾[zai1]
在场,在場,zài chǎng,zai4 chang3,5,五级,to be present/to be on the scene
再次,再次,zài cì,zai4 ci4,5,五级,one more time/again/one more/once again
灾害,災害,zāi hài,zai1 hai4,5,五级,calamity/disaster/CL:個|个[ge4]
灾难,災難,zāi nàn,zai1 nan4,5,五级,disaster; catastrophe
在内,在內,zài nèi,zai4 nei4,5,五级,(included) in it/among them
灾区,災區,zāi qū,zai1 qu1,5,五级,disaster area/stricken region
再也,再也,zài yě,zai4 ye3,5,五级,(not) any more
暂时,暫時,zàn shí,zan4 shi2,5,五级,temporary/provisional/for the time being
暂停,暫停,zàn tíng,zan4 ting2,5,五级,to suspend/time-out (e.g. in sports)/stoppage/pause (media player)
糟,糟,zāo,zao1,5,五级,dregs/draff/pickled in wine/rotten/messy/ruined
糟糕,糟糕,zāo gāo,zao1 gao1,5,五级,too bad/how terrible/what bad luck/terrible/bad
早期,早期,zǎo qī,zao3 qi1,5,五级,early period; early phase; early stage
赠,贈,zèng,zeng4,5,五级,to give as a present/to repel/to bestow an honorary title after death (old)
增大,增大,zēng dà,zeng1 da4,5,五级,to enlarge/to amplify/to magnify
增强,增強,zēng qiáng,zeng1 qiang2,5,五级,to increase/to strengthen
赠送,贈送,zèng sòng,zeng4 song4,5,五级,to present as a gift
增,增,zēng,zeng1,5,五级,(bound form) to increase; to augment; to add to
增产,增產,zēng chǎn,zeng1 chan3,5,五级,to increase production
增多,增多,zēng duō,zeng1 duo1,5,五级,to increase/to grow in number
摘,摘,zhāi,zhai1,5,五级,"to take; to pick (flowers, fruit etc); to pluck; to remove; to take off (glasses, hat etc)/to select; to pick out/to borrow money at a time of urgent need"
展览,展覽,zhǎn lǎn,zhan3 lan3,5,五级,"to put on display/to exhibit/exhibition/show/CL:個|个[ge4],次[ci4]"
占领,佔領,zhàn lǐng,zhan4 ling3,5,五级,to capture; to seize; to occupy by force
展示,展示,zhǎn shì,zhan3 shi4,5,五级,to reveal; to display; to show; to exhibit
展现,展現,zhǎn xiàn,zhan3 xian4,5,五级,to unfold before one's eyes; to emerge; to reveal; to display
占有,佔有,zhàn yǒu,zhan4 you3,5,五级,to have/to own/to hold/to occupy/to possess/to account for (a high proportion etc)
涨价,漲價,zhǎng jià,zhang3 jia4,5,五级,to appreciate (in value)/to increase in price
掌握,掌握,zhǎng wò,zhang3 wo4,5,五级,"to grasp (often fig.)/to control/to seize (initiative, opportunity, destiny)/to master/to know well/to understand sth well and know how to use it/fluency"
涨,漲,zhǎng,zhang3,5,五级,to swell/to distend
招生,招生,zhāo shēng,zhao1 sheng1,5,五级,to enroll new students/to get students
招手,招手,zhāo shǒu,zhao1 shou3,5,五级,to wave/to beckon
真诚,真誠,zhēn chéng,zhen1 cheng2,5,五级,sincere; genuine; true
诊断,診斷,zhěn duàn,zhen3 duan4,5,五级,to diagnose
珍贵,珍貴,zhēn guì,zhen1 gui4,5,五级,precious
真理,真理,zhēn lǐ,zhen1 li3,5,五级,truth/CL:個|个[ge4]
震惊,震驚,zhèn jīng,zhen4 jing1,5,五级,to shock/to astonish
珍惜,珍惜,zhēn xī,zhen1 xi1,5,五级,to treasure/to value/to cherish
真相,真相,zhēn xiàng,zhen1 xiang4,5,五级,the truth about sth; the actual facts
振动,振動,zhèn dòng,zhen4 dong4,5,五级,to vibrate/to shake/vibration
珍珠,珍珠,zhēn zhū,zhen1 zhu1,5,五级,pearl/CL:顆|颗[ke1]
正规,正規,zhèng guī,zheng4 gui1,5,五级,regular/according to standards
挣钱,掙錢,zhèng qián,zheng4 qian2,5,五级,to make money
证实,證實,zhèng shí,zheng4 shi2,5,五级,to confirm (sth to be true)/to verify
证书,證書,zhèng shū,zheng4 shu1,5,五级,credentials/certificate
正义,正義,zhèng yì,zheng4 yi4,5,五级,justice/righteousness/just/righteous
争议,爭議,zhēng yì,zheng1 yi4,5,五级,controversy/dispute/to dispute
挣,掙,zhēng,zheng1,5,五级,to struggle to get free/to strive to acquire/to make (money)
正版,正版,zhèng bǎn,zheng4 ban3,5,五级,genuine/legal/see also 盜版|盗版[dao4 ban3]
正如,正如,zhèng rú,zheng4 ru2,5,五级,just as/precisely as
值班,值班,zhí bān,zhi2 ban1,5,五级,to work a shift/on duty
只不过,只不過,zhǐ bù guò,zhi3 bu4 guo4,5,五级,only/merely/nothing but/no more than/it's just that ...
制成,製成,zhì chéng,zhi4 cheng2,5,五级,to manufacture/to turn out (a product)
治安,治安,zhì ān,zhi4 an1,5,五级,law and order/public security
治理,治理,zhì lǐ,zhi4 li3,5,五级,to govern/to administer/to manage/to control/governance
至,至,zhì,zhi4,5,五级,to arrive/most/to/until
只见,只見,zhī jiàn,zhi1 jian4,5,五级,"to see (the same thing) over and over again/to see, to one's surprise, (sth happen suddenly)"
职能,職能,zhí néng,zhi2 neng2,5,五级,function/role
职位,職位,zhí wèi,zhi2 wei4,5,五级,position; post; job
职务,職務,zhí wù,zhi2 wu4,5,五级,post/position/job/duties
直线,直線,zhí xiàn,zhi2 xian4,5,五级,straight line/sharply (rise or fall)
执行,執行,zhí xíng,zhi2 xing2,5,五级,to implement/to carry out/to execute/to run
制约,制約,zhì yuē,zhi4 yue1,5,五级,to restrict/condition
支出,支出,zhī chū,zhi1 chu1,5,五级,to spend; to pay out/expenses; expenditure
支配,支配,zhī pèi,zhi1 pei4,5,五级,to control/to dominate/to allocate
指标,指標,zhǐ biāo,zhi3 biao1,5,五级,(production) target/quota/index/indicator/sign/signpost/(computing) pointer
指甲,指甲,zhǐ jiǎ,zhi3 jia3,5,五级,fingernail
指示,指示,zhǐ shì,zhi3 shi4,5,五级,to point out/to indicate/to instruct/directives/instructions/CL:個|个[ge4]
指责,指責,zhǐ zé,zhi3 ze2,5,五级,to criticize/to find fault with/to denounce
之内,之內,zhī nèi,zhi1 nei4,5,五级,inside/within
之外,之外,zhī wài,zhi1 wai4,5,五级,outside/excluding
之下,之下,zhī xià,zhi1 xia4,5,五级,under/beneath/less than
之中,之中,zhī zhōng,zhi1 zhong1,5,五级,inside/among/in the midst of (doing sth)/during
终点,終點,zhōng diǎn,zhong1 dian3,5,五级,the end/end point/finishing line (in a race)/destination/terminus/CL:個|个[ge4]
中毒,中毒,zhòng dú,zhong4 du2,5,五级,to be poisoned
中断,中斷,zhōng duàn,zhong1 duan4,5,五级,to cut short/to break off/to discontinue/to interrupt
终身,終身,zhōng shēn,zhong1 shen1,5,五级,lifelong/all one's life/marriage
众多,眾多,zhòng duō,zhong4 duo1,5,五级,numerous
终止,終止,zhōng zhǐ,zhong1 zhi3,5,五级,to stop; to terminate
中秋节,中秋節,zhōng qiū jié,zhong1 qiu1 jie2,5,五级,the Mid-Autumn Festival on 15th of 8th lunar month
中央,中央,zhōng yāng,zhong1 yang1,5,五级,central/middle/center/central authorities (of a state)
中药,中藥,zhōng yào,zhong1 yao4,5,五级,"traditional Chinese medicine/CL:服[fu4],種|种[zhong3]"
周期,週期,zhōu qī,zhou1 qi1,5,五级,period/cycle
主观,主觀,zhǔ guān,zhu3 guan1,5,五级,subjective
助理,助理,zhù lǐ,zhu4 li3,5,五级,assistant
注射,注射,zhù shè,zhu4 she4,5,五级,injection/to inject
助手,助手,zhù shǒu,zhu4 shou3,5,五级,assistant; helper
主体,主體,zhǔ tǐ,zhu3 ti3,5,五级,main part/bulk/body/subject/agent
注重,注重,zhù zhòng,zhu4 zhong4,5,五级,to pay attention to/to emphasize
注册,註冊,zhù cè,zhu4 ce4,5,五级,to register/to enroll
祝贺,祝賀,zhù hè,zhu4 he4,5,五级,to congratulate/congratulations/CL:個|个[ge4]
注视,注視,zhù shì,zhu4 shi4,5,五级,to look attentively at; to closely watch; to gaze at
主办,主辦,zhǔ bàn,zhu3 ban4,5,五级,to organize/to host (a conference or sports event)
主导,主導,zhǔ dǎo,zhu3 dao3,5,五级,leading/dominant/prevailing/to lead/to direct/to dominate
主管,主管,zhǔ guǎn,zhu3 guan3,5,五级,in charge/responsible for/person in charge/manager
竹子,竹子,zhú zi,zhu2 zi,5,五级,"bamboo/CL:棵[ke1],支[zhi1],根[gen1]"
转化,轉化,zhuǎn huà,zhuan3 hua4,5,五级,to change/to transform/isomerization (chemistry)
转换,轉換,zhuǎn huàn,zhuan3 huan4,5,五级,to change/to switch/to convert/to transform
专辑,專輯,zhuān jí,zhuan1 ji2,5,五级,album/record (music)/special collection of printed or broadcast material
专利,專利,zhuān lì,zhuan1 li4,5,五级,patent/sth uniquely enjoyed (or possessed etc) by a certain group of people/monopoly
转让,轉讓,zhuǎn ràng,zhuan3 rang4,5,五级,"to transfer (ownership, rights etc)"
转向,轉向,zhuǎn xiàng,zhuan3 xiang4,5,五级,to get lost/to lose one's way
撞,撞,zhuàng,zhuang4,5,五级,to knock against/to bump into/to run into/to meet by accident
装饰,裝飾,zhuāng shì,zhuang1 shi4,5,五级,to decorate/decoration/decorative/ornamental
紫,紫,zǐ,zi3,5,五级,purple/violet
资本,資本,zī běn,zi1 ben3,5,五级,capital (economics)
资产,資產,zī chǎn,zi1 chan3,5,五级,property/assets
子弹,子彈,zǐ dàn,zi3 dan4,5,五级,"bullet/CL:粒[li4],顆|颗[ke1],發|发[fa1]"
自豪,自豪,zì háo,zi4 hao2,5,五级,proud (of one's achievements etc)
自杀,自殺,zì shā,zi4 sha1,5,五级,to kill oneself/to commit suicide/to attempt suicide
仔细,仔細,zǐ xì,zi3 xi4,5,五级,careful; attentive; cautious/to be careful; to look out
自愿,自願,zì yuàn,zi4 yuan4,5,五级,voluntary
资助,資助,zī zhù,zi1 zhu4,5,五级,to subsidize/to provide financial aid/subsidy
总裁,總裁,zǒng cái,zong3 cai2,5,五级,chairman/director-general (of a company etc)
总数,總數,zǒng shù,zong3 shu4,5,五级,total/sum/aggregate
总算,總算,zǒng suàn,zong3 suan4,5,五级,at long last/finally/on the whole
总体,總體,zǒng tǐ,zong3 ti3,5,五级,completely/totally/total/entire/overall/population (statistics)
组织,組織,zǔ zhī,zu3 zhi1,5,五级,to organize/organization/(biology) tissue/(textiles) weave/CL:個|个[ge4]
阻碍,阻礙,zǔ ài,zu3 ai4,5,五级,to obstruct/to hinder/to block/obstruction/hindrance
醉,醉,zuì,zui4,5,五级,intoxicated
尊敬,尊敬,zūn jìng,zun1 jing4,5,五级,to respect; to revere; to esteem/honorable; distinguished (used on formal occasions before a term of address)
遵守,遵守,zūn shǒu,zun1 shou3,5,五级,to comply with; to abide by; to respect (an agreement)
尊重,尊重,zūn zhòng,zun1 zhong4,5,五级,to esteem/to respect/to honor/to value/eminent/serious/proper
挨,挨,āi,ai1,6,六级,to suffer; to endure/to pull through (hard times)/to delay; to stall; to play for time; to dawdle
挨着,挨著,āi zhe,ai1 zhe,6,六级,near
挨打,挨打,ái dǎ,ai2 da3,6,六级,to take a beating/to get thrashed/to come under attack
安检,安檢,ān jiǎn,an1 jian3,6,六级,security check (abbr. for 安全檢查|安全检查[an1 quan2 jian3 cha2])/to do a security check
罢工,罷工,bà gōng,ba4 gong1,6,六级,a strike/to go on strike
罢了,罷了,bà le,ba4 le,6,六级,"a modal particle indicating (don't mind it, ok)"
白领,白領,bái lǐng,bai2 ling3,6,六级,white-collar/white-collar worker
百分点,百分點,bǎi fēn diǎn,bai3 fen1 dian3,6,六级,percentage point
办公,辦公,bàn gōng,ban4 gong1,6,六级,to handle official business/to work (esp. in an office)
半决赛,半決賽,bàn jué sài,ban4 jue2 sai4,6,六级,semifinals
办事处,辦事處,bàn shì chù,ban4 shi4 chu4,6,六级,office/agency
办学,辦學,bàn xué,ban4 xue2,6,六级,to run a school
傍晚,傍晚,bàng wǎn,bang4 wan3,6,六级,in the evening/when night falls/towards evening/at night fall/at dusk
爆,爆,bào,bao4,6,六级,to explode or burst/to quick fry or quick boil
爆发,爆發,bào fā,bao4 fa1,6,六级,to break out/to erupt/to explode/to burst out
暴风雨,暴風雨,bào fēng yǔ,bao4 feng1 yu3,6,六级,rainstorm/storm/tempest
保健,保健,bǎo jiàn,bao3 jian4,6,六级,health protection/health care/to maintain in good health
报刊,報刊,bào kān,bao4 kan1,6,六级,newspapers and periodicals/the press
报考,報考,bào kǎo,bao4 kao3,6,六级,to enter oneself for an examination
暴力,暴力,bào lì,bao4 li4,6,六级,violence/force/violent
暴露,暴露,bào lù,bao4 lu4,6,六级,to expose/to reveal/to lay bare/also pr. [pu4 lu4]
抱歉,抱歉,bào qiàn,bao4 qian4,6,六级,to be sorry/to feel apologetic/sorry!
暴雨,暴雨,bào yǔ,bao4 yu3,6,六级,"torrential rain/rainstorm/CL:場|场[chang2],陣|阵[zhen4]"
爆炸,爆炸,bào zhà,bao4 zha4,6,六级,explosion/to explode/to blow up/to detonate
背着,背著,bèi zhe,bei4 zhe,6,六级,turning one's back to (sth or sb)/keeping sth secret from (sb)/keeping (one's hands) behind one's back
悲惨,悲慘,bēi cǎn,bei1 can3,6,六级,miserable/tragic
被告,被告,bèi gào,bei4 gao4,6,六级,defendant
背心,背心,bèi xīn,bei4 xin1,6,六级,"sleeveless garment (vest, waistcoat, singlet, tank top etc)/CL:件[jian4]"
本,本,běn,ben3,6,六级,"root/stem/origin/source/this/the current/original/inherent/originally/classifier for books, periodicals, files etc"
本期,本期,běn qī,ben3 qi1,6,六级,the current period/this term (usually in finance)
本身,本身,běn shēn,ben3 shen1,6,六级,itself/in itself/per se
本土,本土,běn tǔ,ben3 tu3,6,六级,one's native country/native/local/metropolitan territory
本质,本質,běn zhì,ben3 zhi4,6,六级,essence/nature/innate character/intrinsic quality
本地,本地,běn dì,ben3 di4,6,六级,local/this locality
奔跑,奔跑,bēn pǎo,ben1 pao3,6,六级,to run
闭,閉,bì,bi4,6,六级,to close/to stop up/to shut/to obstruct
逼,"逼,偪",bī,bi1,6,六级,to force (sb to do sth)/to compel/to press for/to extort/to press on towards/to press up to/to close in on/euphemistic variant of 屄[bi1]
必将,必將,bì jiāng,bi4 jiang1,6,六级,inevitably
笔试,筆試,bǐ shì,bi3 shi4,6,六级,written examination/paper test (for an applicant)
必修,必修,bì xiū,bi4 xiu1,6,六级,(of an academic course) required/compulsory
边缘,邊緣,biān yuán,bian1 yuan2,6,六级,edge; fringe; verge; brink; periphery/marginal; borderline
遍地,遍地,biàn dì,bian4 di4,6,六级,everywhere/all over
变更,變更,biàn gēng,bian4 geng1,6,六级,to change/to alter/to modify
变换,變換,biàn huàn,bian4 huan4,6,六级,to transform/to convert/to vary/to alternate/a transformation
便,便,biàn,bian4,6,六级,used in 便宜|便宜[pian2 yi5]/used in 便便[pian2 pian2]/used in 便嬛[pian2 xuan1]
扁,扁,biǎn,bian3,6,六级,small boat
便是,便是,biàn shì,bian4 shi4,6,六级,(emphasizes that sth is precisely or exactly as stated)/precisely/exactly/even/if/just like/in the same way as
变形,變形,biàn xíng,bian4 xing2,6,六级,to become deformed; to change shape; to morph
编制,"編制,編製",biān zhì,bian1 zhi4,6,六级,"to weave/to plait/to compile/to put together (a lesson plan, budget etc)"
表面上,表面上,biǎo miàn shàng,biao3 mian4 shang4,6,六级,outwardly; superficially; on the face of it
病房,病房,bìng fáng,bing4 fang2,6,六级,ward (of a hospital)/sickroom/CL:間|间[jian1]
病情,病情,bìng qíng,bing4 qing2,6,六级,state of an illness/patient's condition
波动,波動,bō dòng,bo1 dong4,6,六级,to undulate/to fluctuate/wave motion/rise and fall
波浪,波浪,bō làng,bo1 lang4,6,六级,wave
播,播,bō,bo1,6,六级,to sow/to scatter/to spread/to broadcast/Taiwan pr. [bo4]
拨打,撥打,bō dǎ,bo1 da3,6,六级,to call/to dial
捕,捕,bǔ,bu3,6,六级,to catch; to seize; to capture
不便,不便,bù biàn,bu4 bian4,6,六级,inconvenient/inappropriate/unsuitable/short of cash
不成,不成,bù chéng,bu4 cheng2,6,六级,won't do/unable to/(at the end of a rhetorical question) can that be?
不怎么,不怎麼,bù zěn me,bu4 zen3 me,6,六级,not very/not particularly
不见,不見,bú jiàn,bu2 jian4,6,六级,not to see/not to meet/to have disappeared/to be missing
不禁,不禁,bù jīn,bu4 jin1,6,六级,can't help (doing sth)/can't refrain from
不仅仅,不僅僅,bù jǐn jǐn,bu4 jin3 jin3,6,六级,not only; not just
补考,補考,bǔ kǎo,bu3 kao3,6,六级,to sit for a makeup exam/to resit an exam/makeup exam/resit
补课,補課,bǔ kè,bu3 ke4,6,六级,to make up missed lesson/to reschedule a class
不料,不料,bù liào,bu4 liao4,6,六级,unexpectedly/to one's surprise
布满,布滿,bù mǎn,bu4 man3,6,六级,to be covered with/to be filled with
部队,部隊,bù duì,bu4 dui4,6,六级,army/armed forces/troops/force/unit/CL:個|个[ge4]
不通,不通,bù tōng,bu4 tong1,6,六级,to be obstructed/to be blocked up/to be impassable/to make no sense/to be illogical
补习,補習,bǔ xí,bu3 xi2,6,六级,to take extra lessons in a cram school or with a private tutor
不再,不再,bù zài,bu4 zai4,6,六级,no more/no longer
不怎么样,不怎麼樣,bù zěn me yàng,bu4 zen3 me yang4,6,六级,not up to much/very indifferent/nothing great about it/nothing good to be said about it
不值,不值,bù zhí,bu4 zhi2,6,六级,not worth
不至于,不至於,bù zhì yú,bu4 zhi4 yu2,6,六级,unlikely to go so far as to; not as bad as
补助,補助,bǔ zhù,bu3 zhu4,6,六级,to subsidize/subsidy/allowance
踩,"踩,跴",cǎi,cai3,6,六级,to step on/to tread/to stamp/to press a pedal/to pedal (a bike)/(online) to downvote
采纳,採納,cǎi nà,cai3 na4,6,六级,to accept/to adopt
惨,慘,cǎn,can3,6,六级,miserable/wretched/cruel/inhuman/disastrous/tragic/dim/gloomy
残疾,殘疾,cán jí,can2 ji2,6,六级,disabled/handicapped/deformity on a person or animal
残疾人,殘疾人,cán jí rén,can2 ji2 ren2,6,六级,disabled person
残酷,殘酷,cán kù,can2 ku4,6,六级,cruel/cruelty
参赛,參賽,cān sài,can1 sai4,6,六级,to compete/to take part in a competition
餐,餐,cān,can1,6,六级,meal/to eat/classifier for meals
参展,參展,cān zhǎn,can1 zhan3,6,六级,to exhibit at or take part in a trade show etc
仓库,倉庫,cāng kù,cang1 ku4,6,六级,depot/storehouse/warehouse
藏,藏,cáng,cang2,6,六级,storehouse/depository/Buddhist or Taoist scripture
操纵,操縱,cāo zòng,cao1 zong4,6,六级,to operate/to control/to rig/to manipulate
测定,測定,cè dìng,ce4 ding4,6,六级,to determine (by measuring or surveying)
策划,策劃,cè huà,ce4 hua4,6,六级,to plot/to scheme/to bring about/to engineer/planning/producer/planner
策略,策略,cè lüè,ce4 lve4,6,六级,strategy; tactics/crafty; adroit
厕所,廁所,cè suǒ,ce4 suo3,6,六级,"toilet; lavatory/CL:間|间[jian1],處|处[chu4]"
侧,側,cè,ce4,6,六级,lean on one side
层面,層面,céng miàn,ceng2 mian4,6,六级,"aspect/facet/level (political, psychological, spiritual etc)/(geology) bedding plane"
查看,查看,chá kàn,cha2 kan4,6,六级,to look over/to examine/to check up/to ferret out
差异,差異,chā yì,cha1 yi4,6,六级,difference; discrepancy
查出,查出,chá chū,cha2 chu1,6,六级,to find out/to discover
拆迁,拆遷,chāi qiān,chai1 qian1,6,六级,to demolish a building and relocate the inhabitants
产量,產量,chǎn liàng,chan3 liang4,6,六级,output
场馆,場館,chǎng guǎn,chang3 guan3,6,六级,sporting venue/arena
场地,場地,chǎng dì,chang3 di4,6,六级,space/site/place/sports pitch
长短,長短,cháng duǎn,chang2 duan3,6,六级,length/accident; mishap/right and wrong; good and bad; merits and demerits
常规,常規,cháng guī,chang2 gui1,6,六级,code of conduct/conventions/common practice/routine (medical procedure etc)
长假,長假,cháng jià,chang2 jia4,6,六级,long vacation
场景,場景,chǎng jǐng,chang3 jing3,6,六级,scene; scenario; situation; setting
长久,長久,cháng jiǔ,chang2 jiu3,6,六级,(for a) long time
常年,常年,cháng nián,chang2 nian2,6,六级,all year round/for years on end/average year
长跑,長跑,cháng pǎo,chang2 pao3,6,六级,long-distance running
厂商,廠商,chǎng shāng,chang3 shang1,6,六级,manufacturer/producer
昌盛,昌盛,chāng shèng,chang1 sheng4,6,六级,prosperous
畅通,暢通,chàng tōng,chang4 tong1,6,六级,unimpeded/free-flowing/straight path/unclogged/move without obstruction
长远,長遠,cháng yuǎn,chang2 yuan3,6,六级,long-term/long-range
炒,炒,chǎo,chao3,6,六级,to sauté; to stir-fry/to speculate (in real estate etc); to scalp/to hype up/to sack; to fire (sb)
超,超,chāo,chao1,6,六级,to exceed/to overtake/to surpass/to transcend/to pass/to cross/ultra-/super-
超出,超出,chāo chū,chao1 chu1,6,六级,to exceed/to overstep/to go too far/to encroach
炒股,炒股,chǎo gǔ,chao3 gu3,6,六级,(coll.) to speculate in stocks
炒作,炒作,chǎo zuò,chao3 zuo4,6,六级,to hype/to promote (in the media)
车号,車號,chē hào,che1 hao4,6,六级,"vehicle number (license plate number, taxi number, bus number, train car number)"
车牌,車牌,chē pái,che1 pai2,6,六级,license plate
车展,車展,chē zhǎn,che1 zhan3,6,六级,motor show
撤离,撤離,chè lí,che4 li2,6,六级,to withdraw from/to evacuate
撤销,撤銷,chè xiāo,che4 xiao1,6,六级,to repeal/to revoke/(computing) to undo
成,成,chéng,cheng2,6,六级,to succeed/to finish/to complete/to accomplish/to become/to turn into/to be all right/OK!/one tenth
撑,撐,chēng,cheng1,6,六级,to support/to prop up/to push or move with a pole/to maintain/to open or unfurl/to fill to bursting point/brace/stay/support
成分,成分,chéng fèn,cheng2 fen4,6,六级,composition; ingredient; element; component/one's social status/CL:個|个[ge4]
成品,成品,chéng pǐn,cheng2 pin3,6,六级,finished goods/a finished product
城区,城區,chéng qū,cheng2 qu1,6,六级,city district/urban area
城乡,城鄉,chéng xiāng,cheng2 xiang1,6,六级,city and countryside
城镇,城鎮,chéng zhèn,cheng2 zhen4,6,六级,town/cities and towns
承诺,承諾,chéng nuò,cheng2 nuo4,6,六级,to promise/to undertake to do something/commitment
持有,持有,chí yǒu,chi2 you3,6,六级,"to hold (passport, views etc)"
崇拜,崇拜,chóng bài,chong2 bai4,6,六级,to worship/adoration
冲,"沖,衝",chōng,chong1,6,六级,powerful/vigorous/pungent/towards/in view of
冲击,"衝擊,沖擊",chōng jī,chong1 ji1,6,六级,to attack/to batter/(of waves) to pound against/shock/impact
重建,重建,chóng jiàn,chong2 jian4,6,六级,to rebuild/to reestablish/reconstruction/rebuilding
宠物,寵物,chǒng wù,chong3 wu4,6,六级,house pet
重组,重組,chóng zǔ,chong2 zu3,6,六级,to reorganize; to recombine; to restructure
出场,出場,chū chǎng,chu1 chang3,6,六级,(of a performer) to come onto the stage to perform/(of an athlete) to enter the arena to compete/(fig.) to enter the scene (e.g. a new product)/(of an examinee etc) to leave the venue
处处,處處,chǔ chù,chu3 chu4,6,六级,everywhere/in all respects
储存,儲存,chǔ cún,chu3 cun2,6,六级,stockpile/to store/to stockpile/storage
初等,初等,chū děng,chu1 deng3,6,六级,elementary (i.e. easy)
出动,出動,chū dòng,chu1 dong4,6,六级,to start out on a trip/to dispatch troops
