hanzi_sc,hanzi_trad,pinyin,pinyin_style2,level,level_zh,cc_cedict_definitions
苍,蒼,cāng,cang1,7,高等,dark blue/deep green/ash-gray
蝇,蠅,yíng,ying2,7,高等,fly/musca/CL:隻|只[zhi1]
匿,匿,nì,ni4,7,高等,to hide
蛙,蛙,wā,wa1,7,高等,old variant of 蛙[wa1]
谣,謠,yáo,yao2,7,高等,popular ballad/rumor
撬,撬,qiào,qiao4,7,高等,to lift/to pry open/to lever open
贪,貪,tān,tan1,7,高等,to have a voracious desire for/to covet/greedy/corrupt
婪,婪,lán,lan2,7,高等,old variant of 婪[lan2]
峡,峽,xiá,xia2,7,高等,gorge
丛,叢,cóng,cong2,7,高等,cluster/collection/collection of books/thicket
鲨,鯊,shā,sha1,7,高等,shark
堪,堪,kān,kan1,7,高等,(bound form) may; can/(bound form) to endure; to bear/(in 堪輿|堪舆[kan1 yu2]) heaven (contrasted with earth 輿|舆[yu2])
稽,稽,jī,ji1,7,高等,to bow to the ground
磕,磕,kē,ke1,7,高等,variant of 嗑[ke4]
剖,剖,pōu,pou1,7,高等,to cut open/to analyze/Taiwan pr. [pou3]
靴,靴,xuē,xue1,7,高等,variant of 靴[xue1]
慷,慷,kāng,kang1,7,高等,used in 慷慨|慷慨[kang1 kai3]
慨,慨嘅,kǎi,kai3,7,高等,indignant/generous/to sigh (with emotion)
兽,獸,shòu,shou4,7,高等,beast/animal/beastly/bestial
猎,獵,liè,lie4,7,高等,hunting
脉,脈,mài,mai4,7,高等,variant of 脈|脉[mai4]
陋,陋,lòu,lou4,7,高等,low/humble/plain/ugly/mean/vulgar
棺,棺,guān,guan1,7,高等,coffin
磁,磁,cí,ci2,7,高等,magnetic/magnetism/porcelain
耻,恥,chǐ,chi3,7,高等,(bound form) shame; humiliation; disgrace
荒,荒,huāng,huang1,7,高等,desolate/shortage/scarce/out of practice/absurd/uncultivated/to neglect
谬,謬,miù,miu4,7,高等,to deceive/to confuse/to cheat/absurd/erroneous
狡,狡,jiǎo,jiao3,7,高等,crafty/cunning/sly
猾,猾,huá,hua2,7,高等,sly
虔,虔,qián,qian2,7,高等,to act with reverence/reverent
坟,墳,fén,fen2,7,高等,grave/tomb/CL:座[zuo4]/embankment/mound/ancient book
鳄,鱷,è,e4,7,高等,(bound form) alligator; crocodile
皂,皂,zào,zao4,7,高等,soap/black
唠,嘮,láo,lao2,7,高等,to gossip/to chat (dialect)
叨,叨,dāo,dao1,7,高等,to receive the benefit of
嘱,囑,zhǔ,zhu3,7,高等,to enjoin/to implore/to urge
驱,驅,qū,qu1,7,高等,to expel/to urge on/to drive/to run quickly
锯,鋸,jù,ju4,7,高等,a saw (CL:把[ba3])/to saw
笼,籠,lóng,long2,7,高等,to cover/to cage/covering/also pr. [long2]
卑,卑,bēi,bei1,7,高等,low/base/vulgar/inferior/humble
鄙,鄙,bǐ,bi3,7,高等,rustic/low/base/mean/to despise/to scorn
棘,棘,jí,ji2,7,高等,thorns
跤,跤,jiāo,jiao1,7,高等,a tumble/a fall
搏,搏,bó,bo2,7,高等,to fight/to combat/to seize/(of heart) to beat
妄,妄,wàng,wang4,7,高等,absurd/fantastic/presumptuous/rash
愧,愧,kuì,kui4,7,高等,ashamed
芭,芭,bā,ba1,7,高等,a herb/banana
蕾,蕾,lěi,lei3,7,高等,bud
酗,酗,xù,xu4,7,高等,drunk
寡,寡,guǎ,gua3,7,高等,few/scant/widowed
唬,唬,hǔ,hu3,7,高等,a tiger's roar/to scare/to intimidate/(coll.) to fool/to bluff
剃,薙剃,tì,ti4,7,高等,variant of 剃[ti4]
捣,搗,dǎo,dao3,7,高等,to pound/to beat/to hull/to attack/to disturb/to stir
恕,恕,shù,shu4,7,高等,to forgive
赎,贖,shú,shu2,7,高等,to redeem/to ransom
仁,仁,rén,ren2,7,高等,humane/kernel
鲁,魯,lǔ,lu3,7,高等,"(bound form) crass/stupid/rude/(used to represent the sounds of ""ru"", ""lu"" etc in loanwords)"
锤,錘,chuí,chui2,7,高等,variant of 錘|锤[chui2]
芝,芝,zhī,zhi1,8,高等,Zoysia pungens
亦,亦,yì,yi4,8,高等,also
坛,罈壇,tán,tan2,8,高等,earthen jar
橘,橘,jú,ju2,8,高等,mandarin orange (Citrus reticulata)/tangerine
赴,赴,fù,fu4,8,高等,to go/to visit (e.g. another country)/to attend (a banquet etc)
颇,頗,pǒ,po3,8,高等,rather/quite/considerably/oblique/inclined/slanting/Taiwan pr. [po3]
奥,奧,ào,ao4,8,高等,obscure/mysterious
迄,迄,qì,qi4,8,高等,as yet/until
捧,捧,pěng,peng3,8,高等,to clasp/to cup the hands/to hold up with both hands/to offer (esp. in cupped hands)/to praise/to flatter
履,履,lǚ,lv3,8,高等,shoe/to tread on
悠,悠,yōu,you1,8,高等,long or drawn out/remote in time or space/leisurely/to swing/pensive/worried
覆,覆,fù,fu4,8,高等,to cover/to overflow/to overturn/to capsize
乃,乃,nǎi,nai3,8,高等,variant of 乃[nai3]
迈,邁,mài,mai4,8,高等,to take a step/to stride
吁,吁籲,xū,xu1,8,高等,to implore
艾,艾,ài,ai4,8,高等,to mow/to cut/to reap/to redress
砖,磚,zhuān,zhuan1,8,高等,brick/CL:塊|块[kuai4]
煌,煌,huáng,huang2,8,高等,brilliant
庞,龐,páng,pang2,8,高等,(bound form) huge/(bound form) numerous and disordered/(bound form) face
浏,瀏,liú,liu2,8,高等,clear/deep (of water)/swift
摊,攤,tān,tan1,8,高等,to spread out/vendor's stand
馨,馨,xīn,xin1,8,高等,fragrant
壳,殼,ké,ke2,8,高等,(bound form) shell/Taiwan pr. [ke2]
伐,伐,fá,fa2,8,高等,to cut down/to fell/to dispatch an expedition against/to attack/to boast/Taiwan pr. [fa1]
厢,廂,xiāng,xiang1,8,高等,box (in theater)/side room/side
碌,碌,lù,lu4,8,高等,variant of 碌[liu4]
棋,棋,qí,qi2,8,高等,variant of 棋[qi2]
劣,劣,liè,lie4,8,高等,inferior
舆,輿,yú,yu2,8,高等,(literary) chassis of a carriage (contrasted with the canopy 堪[kan1])/(literary) (fig.) the earth (while the carriage canopy is a metaphor for heaven); land; territory/(literary) carriage/(literary) sedan chair; palanquin/(bound form) the multitudes; the people; the public
谱,譜,pǔ,pu3,8,高等,chart/list/table/register/score (music)/spectrum (physics)/to set to music
霜,霜,shuāng,shuang1,8,高等,frost/white powder or cream spread over a surface/frosting/(skin) cream
沫,沫,mò,mo4,8,高等,foam/suds
涵,涵,hán,han2,8,高等,to contain/to include/culvert
疫,疫,yì,yi4,8,高等,(bound form) epidemic; plague
灿,燦,càn,can4,8,高等,glorious/bright/brilliant/lustrous/resplendent
涌,涌湧,yǒng,yong3,8,高等,to bubble up/to rush forth
疲,疲,pí,pi2,8,高等,weary
苗,苗,miáo,miao2,8,高等,sprout
窄,窄,zhǎi,zhai3,8,高等,narrow/narrow-minded/badly off
掀,掀,xiān,xian1,8,高等,to lift (a lid)/to rock/to convulse
罕,罕,hǎn,han3,8,高等,rare
叠,疊,dié,die2,8,高等,to fold/to fold over in layers/to furl/to layer/to pile up/to repeat/to duplicate
瞪,瞪,dèng,deng4,8,高等,to open (one's eyes) wide/to stare at/to glare at
腾,騰,téng,teng2,8,高等,(bound form) to gallop; to prance/(bound form) to soar; to hover/to make room; to clear out; to vacate/(verb suffix indicating repeated action)
歹,歹,dǎi,dai3,8,高等,bad/wicked/evil/Kangxi radical 78
骤,驟,zhòu,zhou4,8,高等,sudden/unexpected/abrupt/suddenly/Taiwan pr. [zou4]
悦,悅,yuè,yue4,8,高等,pleased
佩,珮佩,pèi,pei4,8,高等,girdle ornaments
匆,匆,cōng,cong1,8,高等,variant of 匆[cong1]
谴,譴,qiǎn,qian3,8,高等,to censure/to reprimand
崛,崛,jué,jue2,8,高等,towering as a peak
槽,槽,cáo,cao2,8,高等,trough/manger/groove/channel/(Tw) (computing) hard drive
株,株,zhū,zhu1,8,高等,tree trunk/stump (tree root)/a plant/classifier for trees or plants/strain (biology)/to involve others (in shady business)
铝,鋁,lǚ,lv3,8,高等,aluminum (chemistry)
丸,丸,wán,wan2,8,高等,ball/pellet/pill
惫,憊,bèi,bei4,8,高等,exhausted
嫩,嫰嫩,nèn,nen4,8,高等,old variant of 嫩[nen4]
兜,兜,dōu,dou1,8,高等,old variant of 兜[dou1]
垂,垂,chuí,chui2,8,高等,to hang (down)/droop/dangle/bend down/hand down/bequeath/nearly/almost/to approach
勿,勿,wù,wu4,8,高等,do not
椒,椒,jiāo,jiao1,8,高等,pepper
扛,扛,káng,kang2,8,高等,old variant of 扛[gang1]
裕,裕,yù,yu4,8,高等,abundant
缴,繳,jiǎo,jiao3,8,高等,to hand in/to hand over/to seize
蔓,蔓,màn,man4,8,高等,creeper/to spread
昂,昂,áng,ang2,8,高等,to lift/to raise/to raise one's head/high/high spirits/soaring/expensive
拧,擰,níng,ning2,8,高等,stubborn
莫,莫,mò,mo4,8,高等,do not/there is none who
皱,皺,zhòu,zhou4,8,高等,to wrinkle/wrinkled/to crease
诈,詐,zhà,zha4,8,高等,to cheat/to swindle/to pretend/to feign/to draw sb out/to try to extract information by deceit or bluff
屈,屈,qū,qu1,8,高等,bent/to feel wronged
臣,臣,chén,chen2,8,高等,"state official or subject in dynastic China/I, your servant (used in addressing the sovereign)/Kangxi radical 131"
腔,腔,qiāng,qiang1,8,高等,(bound form) cavity/tune/accent (in one's speech)/(old) (classifier for carcasses of slaughtered livestock)
雕,鵰雕,diāo,diao1,8,高等,bird of prey
崭,嶄,zhǎn,zhan3,8,高等,towering/prominent/very/extremely/(dialect) marvelous/excellent
橡,橡,xiàng,xiang4,8,高等,oak/Quercus serrata
馈,饋餽,kuì,kui4,8,高等,food/to make a present
契,契,qì,qi4,8,高等,to carve/carved words/to agree/a contract/a deed
豹,豹,bào,bao4,8,高等,leopard/panther
帆,帆颿,fān,fan1,8,高等,to gallop/Taiwan pr. [fan2]/variant of 帆[fan1]
峻,峻,jùn,jun4,8,高等,(of mountains) high/harsh or severe
逢,逢,féng,feng2,8,高等,to meet by chance/to come across/(of a calendar event) to come along/(of an event) to fall on (a particular day)/to fawn upon
蓄,蓄,xù,xu4,8,高等,to store up/to grow (e.g. a beard)/to entertain (ideas)
渗,滲,shèn,shen4,8,高等,to seep/to ooze/to horrify
嗽,嗽,sòu,sou4,8,高等,(bound form) to cough
燥,燥,zào,zao4,8,高等,dry; parched/impatient; vexed/(bound form) (Taiwan pr. [sao4]) minced meat
稀,稀,xī,xi1,8,高等,rare/uncommon/watery/sparse
坠,墜,zhuì,zhui4,8,高等,to fall/to drop/to weigh down
乒,乒,pīng,ping1,8,高等,(onom.) ping/bing
乓,乓,pāng,pang1,8,高等,(onom.) bang
钙,鈣,gài,gai4,8,高等,calcium (chemistry)
徘,徘,pái,pai2,8,高等,used in 徘徊[pai2 huai2]
徊,徊,huái,huai2,8,高等,used in 徘徊[pai2 huai2]
盏,盞,zhǎn,zhan3,8,高等,a small cup/classifier for lamps
炖,燉,dùn,dun4,8,高等,to stew
帜,幟,zhì,zhi4,8,高等,flag
庙,廟,miào,miao4,8,高等,temple/ancestral shrine/CL:座[zuo4]/temple fair/great imperial hall/imperial
琢,琢,zuó,zuo2,8,高等,used in 琢磨[zuo2 mo5]/Taiwan pr. [zhuo2]
寝,寢,qǐn,qin3,8,高等,(bound form) to lie down to sleep or rest/(bound form) bedroom/(bound form) imperial tomb/(literary) to stop; to cease
赁,賃,lìn,lin4,8,高等,to rent
役,役,yì,yi4,8,高等,forced labor/corvée/obligatory task/military service/to use as servant/to enserf/servant (old)/war/campaign/battle
颤,顫,chàn,chan4,8,高等,to tremble/to shiver/to shake/to vibrate/Taiwan pr. [zhan4]
腹,腹,fù,fu4,8,高等,abdomen/stomach/belly
嗓,嗓,sǎng,sang3,8,高等,throat/voice
浇,澆,jiāo,jiao1,8,高等,to pour liquid/to irrigate (using waterwheel)/to water/to cast (molten metal)/to mold
扒,扒,bā,ba1,8,高等,to rake up/to steal/to braise/to crawl
锡,錫,xī,xi1,8,高等,tin (chemistry)/to bestow/to confer/to grant/Taiwan pr. [xi2]
啃,啃,kěn,ken3,8,高等,to gnaw/to nibble/to bite
澄,澄,chéng,cheng2,8,高等,(of liquid) to settle/to become clear
挫,挫,cuò,cuo4,8,高等,obstructed/to fail/to oppress/to repress/to lower the tone/to bend back/to dampen
栽,栽,zāi,zai1,8,高等,to plant; to grow/to insert; to erect (e.g. a bus stop sign)/to impose sth on sb/to stumble; to fall down
窜,竄,cuàn,cuan4,8,高等,to flee/to scuttle/to exile or banish/to amend or edit
鹅,鵝,é,e2,8,高等,variant of 鵝|鹅[e2]
黎,黎,lí,li2,8,高等,(literary) black/dark/many/multitude
蒸,蒸,zhēng,zheng1,8,高等,to evaporate/(of cooking) to steam/torch made from hemp stalks or bamboo (old)/finely chopped firewood (old)
壤,壤,rǎng,rang3,8,高等,soil/earth
殴,毆,ōu,ou1,8,高等,to beat up/to hit sb
弦,弦,xián,xian2,8,高等,bow string/string of musical instrument/watchspring/chord (segment of curve)/hypotenuse/CL:根[gen1]
叙,敘,xù,xu4,8,高等,to narrate/to chat
龟,龜,guī,gui1,8,高等,used in 龜茲|龟兹[Qiu1 ci2]
卓,卓,zhuó,zhuo2,8,高等,outstanding
喇,喇,lǎ,la3,8,高等,(phonetic)
叭,叭,bā,ba1,8,高等,denote a sound or sharp noise (gunfire etc)
框,框,kuāng,kuang1,8,高等,frame (e.g. door frame)/casing/fig. framework/template/to circle (i.e. draw a circle around sth)/to frame/to restrict/Taiwan pr. [kuang1]
斩,斬,zhǎn,zhan3,8,高等,to behead (as form of capital punishment)/to chop
喻,喻,yù,yu4,8,高等,to describe sth as/an analogy/a simile/a metaphor/an allegory
淋,淋,lín,lin2,8,高等,to filter/to strain/to drain/gonorrhea/(TCM) strangury
搂,摟,lǒu,lou3,8,高等,to hug/to embrace/to hold in one's arms
唤,喚,huàn,huan4,8,高等,to call
揉,揉,róu,rou2,8,高等,to knead/to massage/to rub
奢,奢,shē,she1,8,高等,extravagant
侈,侈,chǐ,chi3,8,高等,extravagant/wasteful/exaggerating
萝,蘿,luó,luo2,8,高等,radish
卜,卜,bo,bo,8,高等,see 蘿蔔|萝卜[luo2 bo5]
愣,愣,lèng,leng4,8,高等,to look distracted/to stare blankly/distracted/blank/(coll.) unexpectedly/rash/rashly
弓,弓,gōng,gong1,8,高等,a bow (weapon)/CL:張|张[zhang1]/to bend/to arch (one's back etc)
缚,縛,fù,fu4,8,高等,to bind/to tie/Taiwan pr. [fu2]
艇,艇,tǐng,ting3,8,高等,vessel/small ship
兑,兌,duì,dui4,8,高等,"to cash/to exchange/to add (liquid)/to blend/one of the Eight Trigrams 八卦[ba1 gua4], symbolizing swamp/☱"
阁,閣,gé,ge2,8,高等,pavilion (usu. two-storied)/cabinet (politics)/boudoir/woman's chamber/rack/shelf
舅,舅,jiù,jiu4,8,高等,maternal uncle
伏,伏,fú,fu2,8,高等,to lean over/to fall (go down)/to hide (in ambush)/to conceal oneself/to lie low/hottest days of summer/to submit/to concede defeat/to overcome/to subdue/volt
遮,遮,zhē,zhe1,8,高等,to cover up (a shortcoming)/to screen off/to hide/to conceal
葱,蔥,cōng,cong1,8,高等,scallion/green onion
逆,逆,nì,ni4,8,高等,contrary/opposite/backwards/to go against/to oppose/to betray/to rebel
烁,爍,shuò,shuo4,8,高等,bright/luminous
斥,斥,chì,chi4,8,高等,to blame/to reprove/to reprimand/to expel/to oust/to reconnoiter/(of territory) to expand/saline marsh
拎,拎,līn,lin1,8,高等,to lift up; to carry in one's hand/Taiwan pr. [ling1]
揪,揪,jiū,jiu1,8,高等,to seize/to clutch/to grab firmly and pull
竖,豎,shù,shu4,8,高等,to erect/vertical/vertical stroke (in Chinese characters)
捷,捷,jié,jie2,8,高等,victory/triumph/quick/nimble/prompt
窥,窺,kuī,kui1,8,高等,variant of 窺|窥[kui1]
挠,撓,náo,nao2,8,高等,to scratch/to thwart/to yield
浸,浸,jìn,jin4,8,高等,to immerse/to soak/to steep/gradually
潇,瀟,xiāo,xiao1,8,高等,(of water) deep and clear/(of wind and rain) howling and pounding/(of light rain) pattering
卸,卸,xiè,xie4,8,高等,to unload/to unhitch/to remove or strip/to get rid of
膨,膨,péng,peng2,8,高等,swollen
胀,脹,zhàng,zhang4,8,高等,to swell; dropsical; swollen; bloated
酝,醞,yùn,yun4,8,高等,to brew
酿,釀,niàng,niang4,8,高等,to ferment/to brew/to make honey (of bees)/to lead to/to form gradually/wine/stuffed vegetables (cooking method)
丙,丙,bǐng,bing3,8,高等,"third of the ten Heavenly Stems 十天干[shi2 tian1 gan1]/third in order/letter ""C"" or Roman ""III"" in list ""A, B, C"", or ""I, II, III"" etc/ancient Chinese compass point: 165°/propyl"
瘫,癱,tān,tan1,8,高等,paralyzed
痪,瘓,huàn,huan4,8,高等,illness/numbness of the limbs
翼,翼,yì,yi4,8,高等,wing/area surrounding the bullseye of a target/to assist/one of the 28 constellations of Chinese astronomy/old variant of 翌
袱,袱,fú,fu2,8,高等,bundle wrapped in cloth
遣,遣,qiǎn,qian3,8,高等,(bound form) to dispatch; to send/(bound form) to drive away; to dispel
咽,咽嚥,yàn,yan4,8,高等,to swallow
瀑,瀑,pù,pu4,8,高等,waterfall
侦,偵,zhēn,zhen1,8,高等,old variant of 偵|侦[zhen1]
铲,剷鏟,chǎn,chan3,8,高等,to shovel/to remove/spade/shovel
堤,堤,dī,di1,8,高等,variant of 堤[di1]
滨,濱,bīn,bin1,8,高等,"(bound form) water's edge; bank; shore/(bound form) to border on (a lake, river etc)"
募,募,mù,mu4,8,高等,to canvass for contributions; to collect; to raise; to recruit; to enlist
辖,轄,xiá,xia2,8,高等,linchpin (used to fasten a wheel to an axle)/(bound form) to govern; to have jurisdiction over
蔽,蔽,bì,bi4,8,高等,to cover/to shield/to screen/to conceal
攀,攀,pān,pan1,8,高等,to climb (by pulling oneself up)/to implicate/to claim connections of higher status
糙,糙,cāo,cao1,8,高等,rough/coarse (in texture)
滥,濫,làn,lan4,8,高等,overflowing/excessive/indiscriminate
贩,販,fàn,fan4,8,高等,to deal in/to buy and sell/to trade in/to retail/to peddle
蹭,蹭,cèng,ceng4,8,高等,to rub against/to walk slowly/(coll.) to freeload
尘,塵,chén,chen2,8,高等,dust/dirt/earth
扳,扳,bān,ban1,8,高等,variant of 攀[pan1]
肇,肇肈,zhào,zhao4,8,高等,the start/the origin
陶,陶,táo,tao2,8,高等,pottery/pleased
瓷,瓷,cí,ci2,8,高等,chinaware/porcelain/china
劈,劈,pī,pi1,8,高等,to split in two/to divide
蚊,蚊,wén,wen2,8,高等,old variant of 蚊[wen2]
酥,酥,sū,su1,8,高等,flaky pastry/crunchy/limp/soft/silky
颠,顛,diān,dian1,8,高等,top (of the head)/apex/to fall forwards/inverted/to jolt
翔,翔,xiáng,xiang2,8,高等,to soar/to glide/variant of 詳|详[xiang2]/(slang) shit
削,削,xuē,xue1,8,高等,to pare/to reduce/to remove/Taiwan pr. [xue4]
筛,篩,shāi,shai1,8,高等,(bound form) a sieve/to sieve; to sift; to filter/to eliminate through selection/to warm a pot of rice wine (over a fire or in hot water)/to pour (wine or tea)/(dialect) to strike (a gong)
筋,筋,jīn,jin1,8,高等,muscle/tendon/veins visible under the skin/sth resembling tendons or veins (e.g. fiber in a vegetable)
锐,銳,ruì,rui4,8,高等,acute
碳,碳,tàn,tan4,8,高等,carbon (chemistry)
眉,眉,méi,mei2,8,高等,eyebrow/upper margin
攒,攢,zǎn,zan3,8,高等,to collect/to hoard/to accumulate/to save
墟,墟,xū,xu1,8,高等,ruins/(literary) village/variant of 圩[xu1]/country fair
诀,訣,jué,jue2,8,高等,to bid farewell/tricks of the trade/pithy mnemonic formula (e.g. Mao Zedong's 16-character mantra 十六字訣|十六字诀 on guerrilla warfare)
驳,駁,bó,bo2,8,高等,variant of 駁|驳[bo2]
缸,缸,gāng,gang1,8,高等,jar/vat/classifier for loads of laundry/CL:口[kou3]
辨,辨,biàn,bian4,8,高等,to distinguish/to recognize
蘑,蘑,mó,mo2,8,高等,mushroom
菇,菇,gū,gu1,8,高等,mushroom
拌,拌,bàn,ban4,8,高等,to mix/to mix in/to toss (a salad)
滤,濾,lǜ,lv4,8,高等,to strain/to filter
瞩,矚,zhǔ,zhu3,8,高等,to gaze at/to stare at
凝,凝,níng,ning2,8,高等,to congeal/to concentrate attention/to stare
凹,凹,āo,ao1,8,高等,variant of 窪|洼[wa1]/(used in names)
君,君,jūn,jun1,8,高等,monarch/lord/gentleman/ruler
衷,衷,zhōng,zhong1,8,高等,inner feelings
粪,糞,fèn,fen4,8,高等,manure/dung
痰,痰,tán,tan2,8,高等,phlegm/spittle
宵,宵,xiāo,xiao1,8,高等,night
筝,箏,zhēng,zheng1,8,高等,"zheng or guzheng, a long zither with moveable bridges, played by plucking the strings"
郑,鄭,zhèng,zheng4,8,高等,bound form used in 鄭重|郑重[zheng4 zhong4] and 雅鄭|雅郑[ya3 zheng4]
泌,泌,mì,mi4,8,高等,(bound form) to secrete
梳,梳,shū,shu1,8,高等,to comb/(bound form) a comb
乞,乞,qǐ,qi3,8,高等,to beg
丐,丐,gài,gai4,8,高等,variant of 丐[gai4]
膏,膏,gāo,gao1,8,高等,"to moisten/to grease/to apply (cream, ointment)/to dip a brush in ink"
揽,攬,lǎn,lan3,8,高等,to monopolize; to seize/to take into one's arms; to embrace/to fasten (with a rope etc)/to take on (responsibility etc); to canvass
绯,緋,fēi,fei1,8,高等,dark red/purple silk
畸,畸,jī,ji1,8,高等,lopsided/unbalanced/abnormal/irregular/odd fractional remnant
拣,揀,jiǎn,jian3,8,高等,to choose/to pick/to sort out/to pick up
剔,剔,tī,ti1,8,高等,to scrape the meat from bones/to pick (teeth etc)/to weed out
捍,捍,hàn,han4,8,高等,to ward off (a blow)/to withstand/to defend
殿,殿,diàn,dian4,8,高等,palace hall
敷,敷,fū,fu1,8,高等,"to spread/to lay out/to apply (powder, ointment etc)/sufficient (to cover)/enough"
姥,姥,lǎo,lao3,8,高等,governess/old woman
俄,俄,é,e2,8,高等,suddenly/very soon
肆,肆,sì,si4,8,高等,four (banker's anti-fraud numeral)/unrestrained/wanton/(literary) shop
躁,躁,zào,zao4,8,高等,impatient; hot-tempered
搓,搓,cuō,cuo1,8,高等,to rub or roll between the hands or fingers/to twist
蹬,蹬,dēng,deng1,8,高等,to step on/to tread on/to wear (shoes)/(slang) to dump (sb)/Taiwan pr. [deng4]
肢,肢,zhī,zhi1,8,高等,limb
衰,衰,shuāi,shuai1,8,高等,(bound form) to decay; to decline; to wane
仙,仙,xiān,xian1,8,高等,variant of 仙[xian1]
绷,繃,bēng,beng1,8,高等,to have a taut face
鸣,鳴,míng,ming2,8,高等,"to cry (of birds, animals and insects)/to make a sound/to voice (one's gratitude, grievance etc)"
撇,撇,piē,pie1,8,高等,to throw/to cast/left-slanting downward brush stroke (calligraphy)
颖,穎,yǐng,ying3,8,高等,head of grain/husk/tip/point/clever/gifted/outstanding
廓,廓,kuò,kuo4,8,高等,(bound form) extensive; vast/(bound form) outline; general shape/(bound form) to expand; to extend
婿,婿,xù,xu4,8,高等,son-in-law/husband
绞,絞,jiǎo,jiao3,8,高等,to twist (strands into a thread)/to entangle/to wring/to hang (by the neck)/to turn/to wind/classifier for skeins of yarn
崖,崖,yá,ya2,8,高等,precipice/cliff/Taiwan pr. [yai2]
僻,僻,pì,pi4,8,高等,(bound form) remote/out of the way/off-center/eccentric
呛,嗆,qiāng,qiang1,8,高等,"to irritate the nose/to choke (of smoke, smell etc)/pungent/(coll.) (Tw) to shout at sb/to scold/to speak out against sb"
搁,擱,gē,ge1,8,高等,to bear/to stand/to endure
溅,濺,jiàn,jian4,8,高等,to splash
恳,懇,kěn,ken3,8,高等,earnest
衅,釁,xìn,xin4,8,高等,quarrel/dispute/a blood sacrifice (arch.)
俘,俘,fú,fu2,8,高等,to take prisoner/prisoner of war
虏,虜,lǔ,lu3,8,高等,prisoner of war/to capture/to take prisoner/(old) northern barbarian/slave
诫,誡,jiè,jie4,8,高等,commandment/to prohibit
苛,苛,kē,ke1,8,高等,severe/exacting
沸,沸,fèi,fei4,8,高等,to boil
踹,踹,chuài,chuai4,8,高等,to kick/to trample/to tread on
凳,凳,dèng,deng4,8,高等,variant of 凳[deng4]
叼,叼,diāo,diao1,8,高等,to hold with one's mouth (as a smoker with a cigarette or a dog with a bone)
枯,枯,kū,ku1,8,高等,dried up
绽,綻,zhàn,zhan4,8,高等,to burst open/to split at the seam
淌,淌,tǎng,tang3,8,高等,to drip/to trickle/to shed (tears)
惭,慚,cán,can2,8,高等,ashamed
颊,頰,jiá,jia2,8,高等,cheeks
碑,碑,bēi,bei1,8,高等,"a monument/an upright stone tablet/stele/CL:塊|块[kuai4],面[mian4]"
镶,鑲,xiāng,xiang1,8,高等,to inlay/to embed/ridge/border
洽,洽,qià,qia4,8,高等,accord/to make contact/to agree/to consult with/extensive
冤,冤,yuān,yuan1,8,高等,old variant of 冤[yuan1]
枉,枉,wǎng,wang3,8,高等,to twist/crooked/unjust/in vain
绰,綽,chuò,chuo4,8,高等,generous/ample/wide/spacious/well-off/to grip
屿,嶼,yǔ,yu3,8,高等,islet
嚷,嚷,rǎng,rang3,8,高等,to shout/to bellow/to make a big deal of sth/to make a fuss about sth
敛,斂,liǎn,lian3,8,高等,variant of 殮|殓[lian4]
揣,揣,chuāi,chuai1,8,高等,to estimate/to guess/to figure/to surmise
痹,痺,bì,bi4,8,高等,paralysis/numbness
伺,伺,cì,ci4,8,高等,to watch/to wait/to examine/to spy
驯,馴,xùn,xun4,8,高等,to attain gradually/to tame/Taiwan pr. [xun2]
津,津,jīn,jin1,8,高等,saliva/sweat/a ferry crossing/a ford (river crossing)
掺,摻,càn,can4,8,高等,to grasp
竭,竭,jié,jie2,8,高等,to exhaust
掰,掰,bāi,bai1,8,高等,to break off or break open sth with one's hands/(fig.) to break off (a relationship)
痴,痴,chī,chi1,8,高等,variant of 痴[chi1]
驭,馭,yù,yu4,8,高等,variant of 御[yu4]/to drive/to manage/to control
哑,啞,yǎ,ya3,8,高等,"mute; dumb; incapable of speech/(of a voice) hoarse; husky/(of a bullet, bomb etc) dud"
卵,卵,luǎn,luan3,8,高等,egg/ovum/spawn/(coll.) testicles/(old) penis/(expletive) fucking
泽,澤,zé,ze2,8,高等,pool/pond/(of metals etc) luster/favor or beneficence/damp/moist
蒜,蒜,suàn,suan4,8,高等,"garlic/CL:頭|头[tou2],瓣[ban4]"
榨,榨,zhà,zha4,8,高等,"to press/to extract (juice)/device for extracting juice, oils etc"
绸,綢,chóu,chou2,8,高等,(light) silk/CL:匹[pi3]
拴,拴,shuān,shuan1,8,高等,to tie up
塘,塘,táng,tang2,8,高等,dyke/embankment/pool or pond/hot-water bathing pool
淹,淹,yān,yan1,8,高等,to flood/to submerge/to drown/to irritate the skin (of liquids)/to delay
髓,髓,suǐ,sui3,8,高等,marrow/essence/quintessence/pith (soft interior of plant stem)
鞠,鞠,jū,ju1,8,高等,to incline (one's torso); to bow/leather ball used in ancient times/(literary) to bring up; to rear/Taiwan pr. [ju2]
躬,躬,gōng,gong1,8,高等,old variant of 躬[gong1]
呐,吶,nà,na4,8,高等,sentence-final particle (abbr. for 呢啊[ne5 a5] or variant of 哪[na5])
晋,晉,jìn,jin4,8,高等,to move forward/to promote/to advance
缉,緝,jī,ji1,8,高等,to stitch finely
悼,悼,dào,dao4,8,高等,to mourn/to lament
涕,涕,tì,ti4,8,高等,tears/nasal mucus
聋,聾,lóng,long2,8,高等,deaf
昆,昆崑,kūn,kun1,8,高等,descendant/elder brother/a style of Chinese poetry
畏,畏,wèi,wei4,8,高等,to fear
